comment-id,comment,total-votes,total-agrees,total-disagrees,total-passes,group-a-votes,group-a-agrees,group-a-disagrees,group-a-passes,group-b-votes,group-b-agrees,group-b-disagrees,group-b-passes
6758,"A big polluted shit hole over ran my immigrants and criminals with the highest crime rate in the state even worse then now that's bg 2050",1,1,0,0,0,0,0,0,1,1,0,0
6759,"Needs to bulldozed down and turn the land back into farm land",27,3,13,11,8,0,2,6,19,3,11,5
6760,"Quit building shit",1,1,0,0,0,0,0,0,1,1,0,0
6761,"Already a eyesore quit building your only attracting more and more criminals and foreigners",1,1,0,0,0,0,0,0,1,1,0,0
6762,"Pollution smoggy sky's",1,1,0,0,0,0,0,0,1,1,0,0
6763,"A good place to get robbed are killed",1,1,0,0,0,0,0,0,1,1,0,0
6764,"Homeless on every street corner",1,1,0,0,0,0,0,0,1,1,0,0
6765,"Waste of farm land and wildlife natural habitats",1,1,0,0,0,0,0,0,1,1,0,0
6766,"Stop building",32,6,20,6,9,2,3,4,23,4,17,2
6767,"No more immigrants, we have WAY MORE than our share, stop lining the pockets of those bringing them here! Require them to speak English!",1,1,0,0,1,1,0,0,0,0,0,0
6768,"Require immigrants to speak English before entering our schools, take that pressure off of our teachers, and stop holding our students back.",33,7,17,9,10,3,2,5,23,4,15,4
6769,"No more refugees, we have too many now, they cause property values to drop because they don’t take care of their properties!",1,1,0,0,1,1,0,0,0,0,0,0
6770,"Agreed - getting across town without owning or driving a vehicle is out of the question. Let's get quality public transportation funded!",0,0,0,0,0,0,0,0,0,0,0,0
6771,"BG/Warren County should focus on keeping maximum # of free parking places all around town",0,0,0,0,0,0,0,0,0,0,0,0
6772,"Bowling green will preserve its surrounding farmland and direct development to downtown and gentle density",1,1,0,0,0,0,0,0,1,1,0,0
6773,"We will start to emphasize regenerative agriculture through our farming practices",1,1,0,0,0,0,0,0,1,1,0,0
6774,"Bowling green will not allow homeless encampments, but instead will rehabilitate the homeless/drug addicted back into society",32,21,1,10,9,3,0,6,23,18,1,4
6775,"Bowling green will encourage development downtown, making permitting easy so downtown becomes a walkable paradise",1,1,0,0,0,0,0,0,1,1,0,0
6776,"Downtown should have a height limit of 5 stories but encourage the building of traditional row houses and walk up apartments",32,18,6,8,9,5,2,2,23,13,4,6
6777,"Bowling green will go on a road diet to eliminate car lanes and make more room for bike lanes, sidewalks, and bus lanes",30,17,1,12,9,2,1,6,21,15,0,6
6778,"More advanced higher quality healthcare so we don’t have to go to Nashville when doctors here can’t treat us.",0,0,0,0,0,0,0,0,0,0,0,0
6779,"As BG grows with new construction, PRIORITIZE BEAUTY. Ensure our city remains green, offering natural spaces beyond parks, not just concrete",1,1,0,0,0,0,0,0,1,1,0,0
6780,"We need public transportation",1,1,0,0,0,0,0,0,1,1,0,0
6781,"Create parks like those in Louisville and Nashville that are focused around nature, not sports.",33,25,0,8,10,4,0,6,23,21,0,2
6782,"I would love to see art gallery hops come back",1,1,0,0,0,0,0,0,1,1,0,0
6783,"A Trader Joe’s and first watch",1,1,0,0,0,0,0,0,1,1,0,0
6784,"We need a fairness ordinance",1,1,0,0,0,0,0,0,1,1,0,0
6785,"Increase walk ability, shops etc near housing",1,1,0,0,0,0,0,0,1,1,0,0
6786,"A new years orchestra concert would be fun",32,15,1,16,9,0,1,8,23,15,0,8
6787,"I would like to see more touring Broadway productions here",29,16,4,9,8,3,2,3,21,13,2,6
6788,"Love it when free outdoor music offered, maybe a festival",1,1,0,0,0,0,0,0,1,1,0,0
6789,"I think BG needs more for kids/youth to do besides the mall and bowling alley. Especially during the winter or rainy days.",1,1,0,0,0,0,0,0,1,1,0,0
6790,"I want an indoor public pool for year round use.",1,1,0,0,0,0,0,0,1,1,0,0
6791,"BG needs to be a BIKE friendly city with the streets designed and marked for bike enthusiasts as there are many bike in this area !!",0,0,0,0,0,0,0,0,0,0,0,0
6792,"I would like more public transportation",1,1,0,0,0,0,0,0,1,1,0,0
6793,"I would like bowling green to be more bike friendly so it is easier to use a bike for transportation.",1,1,0,0,0,0,0,0,1,1,0,0
6794,"Would like to see a large flat green space with an amphitheater to enjoy our Concerts in the Park, have picnics and just enjoy the outdoors",32,21,0,11,11,7,0,4,21,14,0,7
6795,"More family friendly entertainment like a minor league hockey team.",30,9,7,14,10,3,2,5,20,6,5,9
6796,"Recycling needs to be a priority in BG",1,1,0,0,0,0,0,0,1,1,0,0
6797,"City & county websites that are up to date and integrated, so people can easily find events, rent spaces and register for sports online.",32,23,2,7,10,5,0,5,22,18,2,2
6798,"I hope downtown stays beautiful and keeps it's smalltown feel. I hope we have more art galleries and public art installations.",1,1,0,0,0,0,0,0,1,1,0,0
6799,"I hope we have more parks and nature centers and places to hike.",1,1,0,0,0,0,0,0,1,1,0,0
6800,"We have people moving to this region from all over the United States, immigrants are not essential to Bowling Greens growth.",1,1,0,0,0,0,0,0,1,1,0,0
6801,"More access to mental healthcare",1,1,0,0,0,0,0,0,1,1,0,0
6802,"Make investments in the downtown area to sustain local businesses. Develop an environment that draws people to the downtown area.",1,1,0,0,0,0,0,0,1,1,0,0
6803,"Better roads and infrastructure to facilitate traffic flow",1,1,0,0,0,0,0,0,1,1,0,0
6804,"Better planning to anticipate growth areas, for future infrastructure needs.",1,1,0,0,0,0,0,0,1,1,0,0
6805,"Train service from BG to Nashville, Louisville and beyond.",1,1,0,0,0,0,0,0,1,1,0,0
6806,"The Capitol Arts building will have a total restoration to revive it to its glory and be a draw for local entertainment.",1,1,0,0,1,1,0,0,0,0,0,0
6807,"More dining options (less bars) on the Square.",33,23,1,9,11,5,0,6,22,18,1,3
6808,"Encourage biking opportunities in regards to bike trails and the Greenways",1,1,0,0,0,0,0,0,1,1,0,0
6809,"WKU will renovate its dorms to be more attractive to students.",32,14,4,14,11,5,1,5,21,9,3,9
6810,"Like to see transportation facilities between Parking Structure and Downtown for Seniors who can't make that walk.",31,21,2,8,10,4,1,5,21,17,1,3
6811,"We need bike trails that do not require bikers to go on backroads. Like a bike path from downtown and down Louisville Rd toward Mammoth Cave.",31,16,3,12,9,3,0,6,22,13,3,6
6812,"Make the hospitals more giant friendly.",0,0,0,0,0,0,0,0,0,0,0,0
6813,"Local Fairness Ordinance!",1,1,0,0,0,0,0,0,1,1,0,0
6814,"BG needs more public transportation. Currently no bus, train, plane to airport, Louisville, or any where",1,1,0,0,1,1,0,0,0,0,0,0
6815,"Opportunities for more organic food, larger farmers markets, more strategically placed neighbors and apartments. Zoning now seems haphazard",0,0,0,0,0,0,0,0,0,0,0,0
6816,"An interactive children’s museum that could partner with all of the local elementary schools to provide education and entertainment",31,23,0,8,9,3,0,6,22,20,0,2
6817,"And lower class size.",1,1,0,0,0,0,0,0,1,1,0,0
6818,"As long as they are legal residents",1,1,0,0,0,0,0,0,1,1,0,0
6819,"If they are legal residents",1,1,0,0,0,0,0,0,1,1,0,0
6820,"more big grocery stores i.e. Kroger, Walmart in the Plano area ltaking lot of congestion out of the mall area and on Scottsville Rd",1,1,0,0,0,0,0,0,1,1,0,0
6821,"An Italian store",28,12,2,14,8,1,2,5,20,11,0,9
6822,"We'll have incredible Nordic spas.",28,7,6,15,8,0,1,7,20,7,5,8
6823,"There will be carpool parking lots by each interstate exit to allow for carpooling",1,1,0,0,0,0,0,0,1,1,0,0
6824,"Not to allow panhandling on roadways",1,1,0,0,0,0,0,0,1,1,0,0
6825,"No panhandling in BG",1,1,0,0,0,0,0,0,1,1,0,0
6826,"A way to decongest Scottsville Rd",1,1,0,0,0,0,0,0,1,1,0,0
6827,"BG/Warren County School Systems need to incorporate gardens and fresh food into their meal programs.  Teach our children to fee themselves.",34,24,0,10,11,4,0,7,23,20,0,3
6828,"BG needs more community gardens in the city and in our surrounding neighborhoods. Grow our own food.",1,1,0,0,1,1,0,0,0,0,0,0
6829,"We'll have big grocery stores (i.e. Kroger, Walmart) in the Plano area, which will reduce congestion on Scottsville Road.",31,16,2,13,9,4,0,5,22,12,2,8
6830,"Incorporate walking neighborhoods....small restaurants, grocers, parks, walking and running trails, etc.  Let's get everyone moving.",1,1,0,0,1,1,0,0,0,0,0,0
6831,"Churches open their doors and embrace community events.  Working together for the good of all.",31,17,2,12,10,5,0,5,21,12,2,7
6832,"Community markets and outlets for individuals to sell their goods without it being a financial burden to do so.",32,21,0,11,10,4,0,6,22,17,0,5
6833,"We will have a First Watch.",28,4,5,19,8,2,1,5,20,2,4,14
6834,"New Commercial development should require space for graceful landscaping, and reasonably scaled signage.",1,1,0,0,0,0,0,0,1,1,0,0
6835,"The Certified Clean County program will be reinstated statewide, and Warren County will continue to qualify as a Certified Clean County.",32,19,2,11,10,1,1,8,22,18,1,3
6836,"More healthcare competition. I'd like to see Vanderbilt, UK, and other big healthcare giants have a presence here.",1,1,0,0,0,0,0,0,1,1,0,0
6837,"Community resource guides that list names, locations, and services that churches and non-profits offer",31,21,0,10,9,3,0,6,22,18,0,4
6838,"More services for the homeless",1,1,0,0,0,0,0,0,1,1,0,0
6839,"More HEALTHY food options for shopping. Nice strip malls, Whole Foods, Trader Joe’s, COSTCO, Publix, super target, more upscale shopping!!",1,1,0,0,1,1,0,0,0,0,0,0
6840,"The individual business should be able to choose their policy on if vaping is permitted in their business. And I do not vape.",28,5,9,14,8,1,2,5,20,4,7,9
6841,"With so many immigrants coming to Bowling Green for resettlement or employment, I hope those bringing them here also support the services they need.",30,18,0,12,8,2,0,6,22,16,0,6
6842,"We need more fishing lakes.",30,13,5,12,9,1,1,7,21,12,4,5
6843,"We need to sustain/support the fish and waterfowl at Basil Griffin Park.",31,18,2,11,10,2,1,7,21,16,1,4
6844,"New commercial development should require space for graceful landscaping.",31,18,1,12,9,1,1,7,22,17,0,5
6845,"New commercial development should require reasonably scaled signage.",30,17,1,12,9,1,1,7,21,16,0,5
6846,"Better city planning and traffic flow. Less obesity and vape shops. Less apartments. Better restaurant options with clean food.",1,1,0,0,1,1,0,0,0,0,0,0
6847,"Better transportation to and from Nashville",0,0,0,0,0,0,0,0,0,0,0,0
6848,"True recycling and compost options for apartment dwellers",34,25,0,9,10,2,0,8,24,23,0,1
6849,"My business in the flea market is going down, we need to attract more customers",0,0,0,0,0,0,0,0,0,0,0,0
6850,"Less racist police",0,0,0,0,0,0,0,0,0,0,0,0
6851,"More biking lanes",0,0,0,0,0,0,0,0,0,0,0,0
6852,"Keep working on roads/ traffic problems. I shop on line because traffic can be insufferable.",1,1,0,0,0,0,0,0,1,1,0,0
6853,"looks like most people here want rainbows and butterflies. We need less liberals!",33,7,22,4,11,4,4,3,22,3,18,1
6854,"More indoor children's playgrounds -- with things like  trampolines -- in BG or surrounding areas",0,0,0,0,0,0,0,0,0,0,0,0
6855,"More cops on Scottsville Road to stop bad rivers",0,0,0,0,0,0,0,0,0,0,0,0
6856,"A rock climbing facility for children",28,10,4,14,8,1,0,7,20,9,4,7
6857,"GoBG routes should all be running during “special events” such as WKU games, Hot Rods, festivals.",1,1,0,0,0,0,0,0,1,1,0,0
6858,"WKU should restrict cars for Freshmen and those living in dorms. A more robust public transit system is needed. Walkability.",1,1,0,0,0,0,0,0,1,1,0,0
6859,"Recycling offered by all garbage companies at no additional cost and containers in public places to put recycleable items in.",1,1,0,0,0,0,0,0,1,1,0,0
6860,"Safer surroundings for the people here. No more panhandle in this town.  No more homeless sleeping anywhere they want.",1,1,0,0,1,1,0,0,0,0,0,0
6861,"Stop giving our tax money to refugees, and support seniors  that have worked all their lives and made BG what it is today!",1,1,0,0,1,1,0,0,0,0,0,0
6862,"We need to recognize the importance of ALL workers. There are no “menial” jobs which deserve less pay. Living wages for ALL!",33,25,2,6,10,5,0,5,23,20,2,1
6863,"We need to support the arts by learning from Louisville",30,14,3,13,9,2,1,6,21,12,2,7
6864,"We need to support our local veteran population",30,22,0,8,9,2,0,7,21,20,0,1
6865,"We should love our fellow men and not support Trump",0,0,0,0,0,0,0,0,0,0,0,0
6866,"A second parking garage built downtown. The existing parking structure is not accessible to downtown for seniors and the disabled.",31,18,3,10,10,5,1,4,21,13,2,6
6867,"I'd like an outdoor 300-500 yard shooting range",28,5,12,11,8,1,3,4,20,4,9,7
6868,"We need to fix dangerous roads like Cemetery Road -- where 11 people have died -- now, not in 10 years",31,17,2,12,10,5,0,5,21,12,2,7
6869,"Need more locally owned pet stores",30,9,4,17,9,1,0,8,21,8,4,9
6870,"We must implement a more robust ESL program for children prior to their entering public schools. Set kids up for success!",1,1,0,0,0,0,0,0,1,1,0,0
6871,"We will stop approving all subdivisions and plan responsibly",0,0,0,0,0,0,0,0,0,0,0,0
6872,"Require developers to address increased traffic congestion issues as part of the permitting process.",1,1,0,0,0,0,0,0,1,1,0,0
6873,"We will stop wasting money on feel good projects (like entertainment venue) and prioritize necessary projects like repairing roads",30,3,12,15,9,1,3,5,21,2,9,10
6874,"Bikeshare available to all, especially in underserved communities!",32,19,3,10,10,0,2,8,22,19,1,2
6875,"We will widen rural roads now -- not in 10 years",30,10,7,13,8,2,1,5,22,8,6,8
6876,"Reduce traffic congestion by getting people out of their cars! Invest in alternative transportation.",1,1,0,0,0,0,0,0,1,1,0,0
6877,"As seniors lose their driving privileges, ensure alternative transportation exists to keep them active and in their homes.",1,1,0,0,0,0,0,0,1,1,0,0
6878,"More access to affordable adult education. 1 in 5 Kentuckians is illiterate.",33,23,0,10,10,3,0,7,23,20,0,3
6879,"Convert some of BG’s schools following the model of the “American School” in Paris. International Schools!",27,4,5,18,8,0,3,5,19,4,2,13
6880,"I love the diversity, it's good for business, we need to embrace that more",0,0,0,0,0,0,0,0,0,0,0,0
6881,"Have more collaborations between WKU and the BG and WC governments to promote sustainability.",33,27,0,6,10,5,0,5,23,22,0,1
6882,"Have more collaborations between WKU and BG and WC governments to address job creation so graduates can remain here.",30,19,2,9,9,3,0,6,21,16,2,3
6883,"BG is growing too fast for the infrastructure, the planning and building needs to catch up",0,0,0,0,0,0,0,0,0,0,0,0
6884,"Building up the riverfront and making it a beautiful area that it could be!",1,1,0,0,0,0,0,0,1,1,0,0
6885,"Equalize government financial incentives between out-of-state corporations and local job creators. Too much preference to non-locals.",26,9,0,17,8,1,0,7,18,8,0,10
6886,"Solar-powered shelters and benches at all bus stops.",1,1,0,0,0,0,0,0,1,1,0,0
6887,"Please remove fake bus benches used for advertising around town and/or put these at actual bus stops.",32,22,1,9,10,5,1,4,22,17,0,5
6888,"Bigger and better malls for people in the county, especially immigrants",25,0,12,13,8,0,2,6,17,0,10,7
6889,"Rents have skyrocketed after the tornado -- we need rent control",30,11,6,13,9,1,1,7,21,10,5,6
6890,"Let’s see events/performances/classes highlighting “Traditional Kentucky”. Bluegrass, basketweaving, etc. Collaboration with Berea.",30,17,1,12,9,2,1,6,21,15,0,6
6891,"I’d like to see us finally develop a recreational park in the River St/ByPass area.",31,24,0,7,8,5,0,3,23,19,0,4
